id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,longitud,latitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad
2021-0083,1,2021-11-09,0,avenida,13,-58.45829717,-34.56015762,moto,auto,conductor,masculino,30,fatal
2021-0084,1,2021-11-11,3,avenida,9,-58.49142611,-34.64584795,auto,objeto fijo,conductor,masculino,32,fatal
2021-0085,1,2021-11-20,18,gral paz,12,-58.51271409,-34.57786555,moto,objeto fijo,conductor,masculino,49,fatal
2021-0086,1,2021-11-25,10,avenida,6,-58.44864864,-34.62352826,peaton,pasajeros,peaton,masculino,75,fatal
2021-0087,1,2021-11-27,11,calle,1,-58.37795815,-34.59167894,peaton,bicicleta,peaton,femenino,73,fatal
2021-0088,1,2021-12-01,15,calle,13,-58.45531707,-34.55555257,moto,auto,conductor,masculino,45,fatal
2021-0089,1,2021-12-02,1,avenida,11,-58.47633683,-34.62140594,moto,auto,conductor,masculino,41,fatal
2021-0090,1,2021-12-10,11,avenida,1,-58.38188582,-34.60256036,peaton,pasajeros,peaton,masculino,73,fatal
2021-0091,1,2021-12-11,23,calle,10,-58.51989389,-34.62284918,moto,auto,conductor,masculino,24,fatal
2021-0092,1,2021-12-12,6,avenida,3,-58.40596860,-34.61011987,peaton,auto,peaton,femenino,50,fatal
2021-0093,1,2021-12-13,17,avenida,7,-58.43353773,-34.64561636,moto,auto,pasajero_acompañante,femenino,18,fatal
2021-0094,1,2021-12-20,1,autopista,9,-58.46739825,-34.65117757,moto,auto,pasajero_acompañante,femenino,43,fatal
2021-0095,1,2021-12-30,0,avenida,11,-58.47293407,-34.61984745,moto,cargas,conductor,masculino,27,fatal
2021-0096,1,2021-12-15,10,avenida,9,-58.47066794,-34.65021673,auto,cargas,conductor,masculino,60,fatal
2021-0097,1,2021-11-18,6,calle,1,-58.37976155,-34.58679619,bicicleta,auto,ciclista,masculino,53,fatal
